date,department,system,login_failures,new_device_connections,phishing_email_signals,privileged_access_attempts,suspicious_ip_accesses,unusual_file_downloads,total_events,unique_users,unique_devices,external_ip_events,off_hours_events,high_severity_events,total_download_volume_mb,external_ip_ratio,off_hours_ratio,high_severity_ratio,login_failures_7d_avg,login_failures_spike_ratio,suspicious_ip_accesses_7d_avg,suspicious_ip_accesses_spike_ratio,unusual_file_downloads_7d_avg,unusual_file_downloads_spike_ratio,new_device_connections_7d_avg,new_device_connections_spike_ratio,phishing_email_signals_7d_avg,phishing_email_signals_spike_ratio,privileged_access_attempts_7d_avg,privileged_access_attempts_spike_ratio,total_events_7d_avg,total_events_spike_ratio,external_ip_events_7d_avg,external_ip_events_spike_ratio,off_hours_events_7d_avg,off_hours_events_spike_ratio,rule_based_score,incident_probability,incident_next_7d,primary_driver,ml_incident_probability,anomaly_score,final_risk_score,risk_level
2025-10-18,Registrar,student-records,5,1,4,5,4,0,19,19,17,8,5,9,0,0.4210526315789473,0.2631578947368421,0.4736842105263157,5.285714285714286,0.7954545454545455,3.571428571428572,0.875,1.0,0.0,1.5714285714285714,0.3888888888888889,2.571428571428572,1.12,3.857142857142857,1.0294117647058822,17.857142857142858,1.0075757575757576,9.428571428571429,0.7671232876712328,6.0,0.7142857142857143,75.57,0.7119,1,Privileged access attempts,0.8227374730307145,14.09345405873565,70.37,High
2025-10-18,Research Lab,hpc-cluster,11,7,5,2,3,7,35,35,35,17,20,13,15893,0.4857142857142857,0.5714285714285714,0.3714285714285714,8.285714285714286,1.1846153846153846,3.4285714285714284,0.6774193548387096,5.857142857142857,1.0208333333333337,3.4285714285714284,1.5806451612903225,2.142857142857143,1.590909090909091,4.571428571428571,0.358974358974359,27.714285714285715,1.2189054726368158,11.571428571428571,1.3522727272727273,13.142857142857142,1.414141414141414,95.79,0.9829,1,Login failures,0.9883177672085036,44.98562340318177,89.99,High
2025-10-18,Research Lab,research-data-vault,13,4,1,5,3,2,28,28,28,8,14,9,6228,0.2857142857142857,0.5,0.3214285714285714,8.714285714285714,1.3382352941176472,4.857142857142857,0.5121951219512195,3.571428571428572,0.4375,3.142857142857143,0.9655172413793104,2.7142857142857144,0.2692307692307692,4.142857142857143,0.972222222222222,27.142857142857142,0.9949238578680204,13.285714285714286,0.5599999999999999,10.571428571428571,1.2098765432098766,85.29,0.8311,1,Login failures,0.8830122237700594,29.17086417969863,78.68,High
2025-10-18,Student Services,housing-api,3,1,1,0,1,0,6,6,6,4,2,1,0,0.6666666666666666,0.3333333333333333,0.1666666666666666,4.857142857142857,0.5121951219512195,2.7142857142857144,0.2692307692307692,2.0,0.0,3.142857142857143,0.2413793103448276,2.7142857142857144,0.2692307692307692,1.4285714285714286,0.0,16.857142857142858,0.3359999999999999,8.571428571428571,0.417910447761194,4.571428571428571,0.358974358974359,17.65,0.0935,0,Login failures,0.04673646175436172,10.537622930690835,8.8,Low
2025-10-18,Student Services,student-portal,3,0,0,0,1,1,5,5,5,3,1,1,4687,0.6,0.2,0.2,5.571428571428571,0.4565217391304348,2.2857142857142856,0.3043478260869565,0.8571428571428571,0.5384615384615384,3.2857142857142856,0.0,1.2857142857142858,0.0,1.0,0.0,14.285714285714286,0.3271028037383177,6.714285714285714,0.3888888888888889,4.428571428571429,0.1842105263157894,13.01,0.0427,0,Login failures,0.12179063129013462,15.454893359763773,12.88,Low
2025-10-19,Admissions,admissions-portal,5,2,5,2,4,0,18,18,17,10,4,5,0,0.5555555555555556,0.2222222222222222,0.2777777777777778,7.285714285714286,0.6034482758620691,2.857142857142857,1.037037037037037,1.0,0.0,1.8571428571428568,0.7,4.142857142857143,0.972222222222222,1.0,1.0,18.142857142857142,0.9402985074626866,10.428571428571429,0.875,6.428571428571429,0.5384615384615384,66.52,0.6578,1,Phishing patterns,0.7125050971954999,6.075886593967366,60.29,Medium
2025-10-19,Admissions,application-db,3,1,4,2,2,0,12,12,12,7,1,4,0,0.5833333333333334,0.0833333333333333,0.3333333333333333,7.285714285714286,0.3620689655172414,2.2857142857142856,0.6086956521739131,1.0,0.0,1.8571428571428568,0.35,3.2857142857142856,0.9333333333333332,1.8571428571428568,0.7,17.571428571428573,0.6461538461538461,9.142857142857142,0.6901408450704226,5.285714285714286,0.1590909090909091,39.61,0.2353,0,Phishing patterns,0.20725877471315626,4.784788711399769,23.06,Low
2025-10-19,Finance,finance-erp,2,1,0,3,0,2,8,8,8,3,0,3,5344,0.375,0.0,0.375,8.571428571428571,0.208955223880597,2.857142857142857,0.0,2.7142857142857144,0.5384615384615384,2.0,0.3333333333333333,2.857142857142857,0.0,1.8571428571428568,1.05,20.857142857142858,0.3660130718954248,10.857142857142858,0.253012048192771,7.571428571428571,0.0,17.15,0.0615,0,Privileged access attempts,0.06705965547083365,19.442082728425625,11.23,Low
2025-10-19,Finance,payroll-db,3,1,2,1,2,0,9,9,9,5,3,2,0,0.5555555555555556,0.3333333333333333,0.2222222222222222,8.714285714285714,0.3088235294117647,2.2857142857142856,0.6086956521739131,2.7142857142857144,0.0,2.142857142857143,0.3181818181818182,2.571428571428572,0.5599999999999999,2.2857142857142856,0.3043478260869565,20.714285714285715,0.4144736842105262,9.142857142857142,0.4929577464788732,5.285714285714286,0.4772727272727273,28.45,0.1371,0,Phishing patterns,0.12749129046704014,8.731037273231765,16.07,Low
2025-10-19,Human Resources,benefits-db,5,2,3,0,3,3,16,16,15,8,8,6,8826,0.5,0.5,0.375,6.428571428571429,0.673076923076923,1.5714285714285714,1.1666666666666667,1.5714285714285714,1.1666666666666667,1.1428571428571428,0.9333333333333332,2.7142857142857144,0.8076923076923077,0.7142857142857143,0.0,14.142857142857142,1.0566037735849056,7.0,1.0,5.285714285714286,1.2727272727272727,56.09,0.4928,0,Phishing patterns,0.3999031915084037,8.238136001663692,39.25,Medium
2025-10-19,Human Resources,hr-portal,6,0,5,2,0,1,14,14,14,9,9,4,3772,0.6428571428571429,0.6428571428571429,0.2857142857142857,4.142857142857143,1.1666666666666663,2.0,0.0,0.5714285714285714,0.6363636363636364,1.2857142857142858,0.0,3.7142857142857135,1.0606060606060606,0.8571428571428571,1.0769230769230769,12.571428571428571,1.0315789473684212,7.142857142857143,1.105263157894737,5.857142857142857,1.3125,59.28,0.4679,0,Phishing patterns,0.42942354843745983,12.716478772747733,42.49,Medium
2025-10-19,Library,digital-archives,0,2,1,1,1,0,5,5,5,2,3,1,0,0.4,0.6,0.2,3.142857142857143,0.0,1.5714285714285714,0.3888888888888889,1.5714285714285714,0.0,2.571428571428572,0.5599999999999999,0.8571428571428571,0.5384615384615384,1.0,0.5,10.714285714285714,0.426829268292683,4.714285714285714,0.35,2.142857142857143,0.9545454545454546,18.54,0.0792,0,New device joins,0.06527851470474547,19.25609846313759,11.44,Low
2025-10-19,Library,library-catalog,5,2,0,1,0,0,8,8,8,1,0,1,0,0.125,0.0,0.125,4.0,1.0,1.8571428571428568,0.0,3.2857142857142856,0.0,1.8571428571428568,0.7,0.8571428571428571,0.0,1.1428571428571428,0.4666666666666667,13.0,0.5714285714285714,4.714285714285714,0.175,3.142857142857143,0.0,7.98,0.0211,0,Login failures,0.024547383688941604,19.46386584202644,6.39,Low
2025-10-19,Registrar,registration-api,4,1,1,2,2,0,10,10,10,4,2,4,0,0.4,0.2,0.4,7.857142857142857,0.4516129032258064,2.2857142857142856,0.6086956521739131,1.1428571428571428,0.0,2.571428571428572,0.2799999999999999,1.5714285714285714,0.3888888888888889,2.857142857142857,0.5185185185185185,18.285714285714285,0.5185185185185186,9.285714285714286,0.3888888888888888,6.714285714285714,0.2592592592592592,25.73,0.1043,0,Login failures,0.10749183567143375,7.184919647849418,13.96,Low
2025-10-19,Registrar,student-records,4,0,1,0,2,1,8,8,7,4,1,1,2547,0.5,0.125,0.125,5.0,0.6666666666666666,3.7142857142857135,0.4242424242424242,1.0,0.5,1.5714285714285714,0.0,2.857142857142857,0.2592592592592592,3.857142857142857,0.0,18.0,0.4210526315789473,9.428571428571429,0.3835616438356164,6.285714285714286,0.1372549019607843,17.4,0.076,1,Login failures,0.42035986721568186,13.180727700482052,31.55,Low
2025-10-19,Research Lab,hpc-cluster,18,4,2,2,3,8,37,37,37,17,18,12,16011,0.4594594594594595,0.4864864864864865,0.3243243243243243,8.571428571428571,1.8805970149253728,3.571428571428572,0.65625,6.0,1.1428571428571428,3.7142857142857135,0.8484848484848485,2.571428571428572,0.5599999999999999,4.428571428571429,0.3684210526315789,28.857142857142858,1.2392344497607657,11.714285714285714,1.3370786516853934,14.0,1.2,94.84,0.9497,1,Login failures,0.9754532405891123,47.19691049935761,89.32,High
2025-10-19,Research Lab,research-data-vault,8,7,6,5,4,11,41,41,40,15,26,24,26195,0.3658536585365853,0.6341463414634146,0.5853658536585366,9.857142857142858,0.7368421052631579,4.428571428571429,0.7368421052631579,3.142857142857143,2.655172413793104,3.2857142857142856,1.6333333333333333,2.142857142857143,1.9090909090909087,4.428571428571429,0.9210526315789472,27.285714285714285,1.4494949494949496,12.285714285714286,1.129032258064516,10.428571428571429,2.275,99.19,0.9956,1,Unusual downloads,0.9924682785529629,62.902015005653006,93.78,High
2025-10-19,Student Services,housing-api,5,4,4,1,0,0,14,14,14,10,2,2,0,0.7142857142857143,0.1428571428571428,0.1428571428571428,4.428571428571429,0.9210526315789472,2.2857142857142856,0.0,1.8571428571428568,0.0,2.7142857142857144,1.0769230769230769,2.4285714285714284,1.1666666666666667,1.2857142857142858,0.4375,15.0,0.875,7.285714285714286,1.206896551724138,4.285714285714286,0.3783783783783784,37.82,0.2238,0,Phishing patterns,0.23795216440332556,12.636524447445597,25.63,Low
2025-10-19,Student Services,student-portal,3,1,3,2,3,1,13,13,13,7,4,4,4082,0.5384615384615384,0.3076923076923077,0.3076923076923077,5.571428571428571,0.4565217391304348,2.2857142857142856,0.9130434782608696,1.0,0.5,2.857142857142857,0.2592592592592592,1.2857142857142858,1.3125,1.0,1.0,14.0,0.8666666666666667,6.571428571428571,0.9245283018867924,4.285714285714286,0.7567567567567568,49.15,0.3976,0,Phishing patterns,0.2964618280793096,4.606507066186739,30.77,Low
2025-10-20,Admissions,admissions-portal,6,2,3,2,4,0,17,17,16,10,2,5,0,0.5882352941176471,0.1176470588235294,0.2941176470588235,7.428571428571429,0.711864406779661,2.571428571428572,1.12,1.0,0.0,1.8571428571428568,0.7,4.571428571428571,0.5384615384615384,1.0,1.0,18.428571428571427,0.8750000000000001,10.428571428571429,0.875,6.857142857142857,0.2545454545454546,56.81,0.4293,0,Suspicious IP access,0.389263917375925,5.285804218295483,38.35,Medium
2025-10-20,Admissions,application-db,6,0,3,0,2,0,11,11,11,8,0,2,0,0.7272727272727273,0.0,0.1818181818181818,7.0,0.75,2.2857142857142856,0.6086956521739131,1.0,0.0,1.5714285714285714,0.0,3.571428571428572,0.65625,2.142857142857143,0.0,17.571428571428573,0.5923076923076923,9.428571428571429,0.7671232876712328,4.857142857142857,0.0,27.87,0.1727,1,Login failures,0.35085440084201613,9.462407963378084,29.44,Low
2025-10-20,Finance,finance-erp,9,4,3,1,4,2,23,23,23,11,14,7,7061,0.4782608695652174,0.6086956521739131,0.3043478260869565,6.571428571428571,1.1886792452830188,2.142857142857143,1.2727272727272727,2.4285714285714284,0.5833333333333334,1.5714285714285714,1.5555555555555558,2.142857142857143,0.9545454545454546,1.5714285714285714,0.3888888888888889,16.428571428571427,1.319672131147541,8.571428571428571,1.1492537313432836,4.428571428571429,2.5789473684210527,77.98,0.852,1,Login failures,0.8791590232102721,11.217039102775182,73.93,High
2025-10-20,Finance,payroll-db,8,1,4,2,6,3,24,24,24,12,16,8,5364,0.5,0.6666666666666666,0.3333333333333333,7.0,1.0,1.8571428571428568,2.1,2.142857142857143,0.9545454545454546,2.0,0.3333333333333333,2.142857142857143,1.2727272727272727,1.7142857142857142,0.7368421052631579,16.857142857142858,1.344,7.0,1.5,3.7142857142857135,3.393939393939394,89.28,0.9406,1,Suspicious IP access,0.962129431629018,17.05865101929088,82.61,High
2025-10-20,Human Resources,benefits-db,1,1,1,1,2,2,8,8,8,5,3,3,5521,0.625,0.375,0.375,6.428571428571429,0.1346153846153846,1.8571428571428568,0.7,1.8571428571428568,0.7,1.1428571428571428,0.4666666666666667,2.857142857142857,0.2592592592592592,0.5714285714285714,0.6363636363636364,14.714285714285714,0.5090909090909091,7.571428571428571,0.5833333333333334,5.571428571428571,0.4565217391304348,30.52,0.1727,0,Suspicious IP access,0.12288362209988889,9.289416102670861,16.4,Low
2025-10-20,Human Resources,hr-portal,0,0,6,0,2,0,8,8,8,8,0,3,0,1.0,0.0,0.375,4.142857142857143,0.0,1.7142857142857142,0.7368421052631579,0.5714285714285714,0.0,1.1428571428571428,0.0,3.2857142857142856,1.4,0.8571428571428571,0.0,11.714285714285714,0.6292134831460674,6.714285714285714,1.037037037037037,5.142857142857143,0.0,37.17,0.1837,0,Phishing patterns,0.15698748643333296,24.911924029676282,22.45,Low
2025-10-20,Library,digital-archives,12,2,4,4,3,4,29,29,29,15,13,12,2929,0.5172413793103449,0.4482758620689655,0.4137931034482758,3.0,3.0,1.7142857142857142,1.1052631578947367,1.4285714285714286,1.6470588235294117,2.857142857142857,0.5185185185185185,1.0,2.0,1.1428571428571428,1.8666666666666667,11.142857142857142,2.388235294117647,5.0,2.5,2.4285714285714284,3.791666666666667,91.96,0.9816,1,Login failures,0.9818610319991844,35.58576615190202,87.24,High
2025-10-20,Library,library-catalog,6,5,4,4,1,6,26,25,26,9,18,11,9272,0.3461538461538461,0.6923076923076923,0.4230769230769231,4.428571428571429,1.1052631578947367,1.8571428571428568,0.35,3.142857142857143,1.4482758620689655,1.8571428571428568,1.75,0.8571428571428571,2.1538461538461537,1.1428571428571428,1.8666666666666667,13.285714285714286,1.82,4.571428571428571,1.6153846153846154,3.142857142857143,4.344827586206897,88.91,0.928,1,Unusual downloads,0.9276669187003193,36.64591858088081,83.38,High
2025-10-20,Registrar,registration-api,6,1,3,4,0,0,14,14,14,9,7,5,0,0.6428571428571429,0.5,0.3571428571428571,7.285714285714286,0.7241379310344829,2.142857142857143,0.0,1.0,0.0,2.142857142857143,0.3181818181818182,1.5714285714285714,1.1666666666666667,2.2857142857142856,1.2173913043478262,16.428571428571427,0.8032786885245903,8.428571428571429,0.9545454545454544,4.857142857142857,1.1951219512195124,56.78,0.4084,0,Privileged access attempts,0.3096186060129903,11.99330891103932,34.57,Low
2025-10-20,Registrar,student-records,8,0,3,2,3,0,16,16,16,10,9,5,0,0.625,0.5625,0.3125,5.0,1.3333333333333333,3.571428571428572,0.65625,1.1428571428571428,0.0,1.5714285714285714,0.0,2.4285714285714284,0.875,3.571428571428572,0.4375,17.285714285714285,0.875,8.571428571428571,1.0447761194029852,5.428571428571429,1.4,63.91,0.5286,1,Login failures,0.6330526003153282,8.87461490327725,55.29,Medium
2025-10-20,Research Lab,hpc-cluster,15,2,6,11,13,11,58,58,56,29,31,35,26362,0.5,0.5344827586206896,0.603448275862069,10.142857142857142,1.3461538461538465,3.7142857142857135,2.7575757575757573,6.142857142857143,1.5399999999999998,4.0,0.4,2.571428571428572,1.68,4.0,2.2,30.571428571428573,1.83710407239819,13.142857142857142,2.0505050505050506,15.571428571428571,1.870689655172414,99.99,1.0,1,Suspicious IP access,0.9962262457115858,85.72734057112814,97.63,High
2025-10-20,Research Lab,research-data-vault,21,11,6,7,9,12,66,66,64,32,44,30,25424,0.4848484848484848,0.6666666666666666,0.4545454545454545,10.285714285714286,1.860759493670886,4.428571428571429,1.657894736842105,4.142857142857143,2.333333333333333,3.571428571428572,2.40625,2.7142857142857144,1.6153846153846154,4.285714285714286,1.3243243243243243,29.428571428571427,2.1690140845070425,12.714285714285714,2.333333333333333,13.571428571428571,3.019607843137255,99.98,1.0,1,Login failures,1.0,86.52644274452811,97.97,High
2025-10-20,Student Services,housing-api,7,1,6,0,2,0,16,16,16,11,2,3,0,0.6875,0.125,0.1875,4.714285714285714,1.225,2.2857142857142856,0.6086956521739131,1.8571428571428568,0.0,3.142857142857143,0.2413793103448276,2.857142857142857,1.5555555555555556,1.4285714285714286,0.0,16.285714285714285,0.9256198347107438,8.428571428571429,1.1666666666666667,4.571428571428571,0.358974358974359,50.0,0.3699,0,Phishing patterns,0.3045713393500131,13.426611943123184,32.79,Low
2025-10-20,Student Services,student-portal,5,0,3,0,3,1,12,12,12,7,2,2,3135,0.5833333333333334,0.1666666666666666,0.1666666666666666,5.0,0.8333333333333334,2.571428571428572,0.84,1.1428571428571428,0.4666666666666667,2.857142857142857,0.0,1.7142857142857142,1.1052631578947367,1.1428571428571428,0.0,14.428571428571429,0.7777777777777778,7.0,0.875,4.285714285714286,0.3783783783783784,34.9,0.1952,0,Phishing patterns,0.1847881769863642,4.297856035469487,20.46,Low
2025-10-21,Admissions,admissions-portal,9,2,5,0,1,1,18,18,18,8,8,5,2079,0.4444444444444444,0.4444444444444444,0.2777777777777778,7.571428571428571,1.05,3.0,0.25,0.7142857142857143,0.5833333333333333,2.0,0.6666666666666666,4.714285714285714,0.875,1.2857142857142858,0.0,19.285714285714285,0.8873239436619719,11.285714285714286,0.6511627906976744,6.571428571428571,1.0566037735849056,52.44,0.399,0,Login failures,0.25624758402377346,10.177948802776108,30.01,Low
2025-10-21,Admissions,application-db,5,1,4,1,2,1,14,14,13,8,7,4,4724,0.5714285714285714,0.5,0.2857142857142857,7.285714285714286,0.6034482758620691,2.4285714285714284,0.5833333333333334,0.7142857142857143,0.5833333333333333,1.2857142857142858,0.4375,3.7142857142857135,0.8484848484848485,1.8571428571428568,0.35,17.285714285714285,0.765625,10.0,0.7272727272727273,4.428571428571429,1.2894736842105263,52.82,0.4036,0,Phishing patterns,0.26373410260578234,3.0996387740068063,29.49,Low
2025-10-21,Finance,finance-erp,19,2,2,1,5,4,33,33,33,16,14,11,14322,0.4848484848484848,0.4242424242424242,0.3333333333333333,7.571428571428571,2.216666666666667,2.2857142857142856,1.5217391304347827,2.2857142857142856,1.2173913043478262,2.0,0.6666666666666666,2.4285714285714284,0.5833333333333334,1.5714285714285714,0.3888888888888889,18.142857142857142,1.7238805970149254,9.142857142857142,1.5774647887323945,6.428571428571429,1.8846153846153848,90.51,0.9416,1,Login failures,0.9798581574995169,30.498739274352317,85.99,High
2025-10-21,Finance,payroll-db,23,5,1,6,11,3,49,49,46,20,29,19,5765,0.4081632653061224,0.5918367346938775,0.3877551020408163,7.571428571428571,2.6833333333333336,2.571428571428572,3.08,2.142857142857143,0.9545454545454546,1.8571428571428568,1.75,2.7142857142857144,0.2692307692307692,1.7142857142857142,2.210526315789473,18.571428571428573,2.503649635036496,8.428571428571429,2.121212121212121,5.714285714285714,4.319148936170213,99.59,0.9993,1,Login failures,0.9672695270892001,69.96501835931868,93.43,High
2025-10-21,Human Resources,benefits-db,4,1,0,1,2,0,8,8,8,4,1,2,0,0.5,0.125,0.25,5.571428571428571,0.6086956521739131,1.8571428571428568,0.7,2.142857142857143,0.0,1.2857142857142858,0.4375,3.0,0.0,0.7142857142857143,0.5833333333333333,14.571428571428571,0.5137614678899083,7.714285714285714,0.4590163934426229,5.857142857142857,0.1458333333333333,17.47,0.0548,0,Login failures,0.046796672032060865,8.665547957267389,8.48,Low
2025-10-21,Human Resources,hr-portal,3,1,5,1,4,1,15,15,15,10,5,9,2776,0.6666666666666666,0.3333333333333333,0.6,3.857142857142857,0.6176470588235293,1.5714285714285714,1.5555555555555558,0.5714285714285714,0.6363636363636364,1.1428571428571428,0.4666666666666667,3.7142857142857135,1.0606060606060606,0.5714285714285714,0.6363636363636364,11.428571428571429,1.206896551724138,6.857142857142857,1.2727272727272727,4.857142857142857,0.853658536585366,64.72,0.7004,1,Phishing patterns,0.782623140133042,17.738122601560217,65.8,Medium
2025-10-21,Library,digital-archives,4,2,1,0,0,0,7,7,7,2,2,0,0,0.2857142857142857,0.2857142857142857,0.0,3.857142857142857,0.8235294117647058,1.8571428571428568,0.0,2.0,0.0,2.857142857142857,0.5185185185185185,1.1428571428571428,0.4666666666666667,1.4285714285714286,0.0,13.142857142857142,0.494949494949495,6.0,0.2857142857142857,3.7142857142857135,0.4242424242424242,10.69,0.0215,0,Login failures,0.03012227407335607,17.622594793854077,7.12,Low
2025-10-21,Library,library-catalog,1,2,2,0,0,1,6,6,6,3,2,0,930,0.5,0.3333333333333333,0.0,5.0,0.1666666666666666,1.8571428571428568,0.0,3.0,0.25,2.4285714285714284,0.5833333333333334,1.4285714285714286,0.8235294117647058,1.5714285714285714,0.0,15.285714285714286,0.368421052631579,5.285714285714286,0.4772727272727273,5.285714285714286,0.3181818181818182,15.27,0.0637,0,Phishing patterns,0.041115517653238086,18.631212661780005,9.08,Low
2025-10-21,Registrar,registration-api,7,1,2,4,6,1,21,21,21,12,13,7,3927,0.5714285714285714,0.6190476190476191,0.3333333333333333,5.857142857142857,1.0208333333333337,1.7142857142857142,2.210526315789473,0.5714285714285714,0.6363636363636364,1.7142857142857142,0.3684210526315789,1.2857142857142858,0.875,2.7142857142857144,1.0769230769230769,13.857142857142858,1.4134615384615383,7.857142857142857,1.3548387096774193,3.4285714285714284,2.935483870967741,85.98,0.9218,1,Suspicious IP access,0.9038799434196236,17.948336852781722,78.42,High
2025-10-21,Registrar,student-records,7,3,5,3,2,1,21,21,21,14,13,5,1671,0.6666666666666666,0.6190476190476191,0.238095238095238,5.285714285714286,1.1136363636363638,3.2857142857142856,0.4666666666666667,1.0,0.5,1.2857142857142858,1.3125,2.142857142857143,1.590909090909091,2.4285714285714284,0.875,15.428571428571429,1.2782608695652171,8.285714285714286,1.5076923076923077,4.857142857142857,2.2195121951219514,82.18,0.8408,1,Phishing patterns,0.8264336118579462,13.375243804097398,72.14,High
2025-10-21,Research Lab,hpc-cluster,21,5,7,8,15,17,73,72,71,35,41,41,45666,0.4794520547945205,0.5616438356164384,0.5616438356164384,11.0,1.75,4.857142857142857,2.5609756097560976,6.428571428571429,2.2884615384615383,3.2857142857142856,1.1666666666666667,3.0,1.75,4.428571428571429,1.4736842105263157,33.0,2.147058823529412,14.857142857142858,2.2072072072072078,16.857142857142858,2.296,100.0,1.0,1,Suspicious IP access,0.9930976860561783,94.1120871685522,98.7,High
2025-10-21,Research Lab,research-data-vault,18,9,6,9,7,6,55,55,55,24,24,26,8977,0.4363636363636363,0.4363636363636363,0.4727272727272727,11.428571428571429,1.4482758620689655,4.857142857142857,1.1951219512195124,5.428571428571429,0.9333333333333332,4.714285714285714,1.575,3.0,1.5,5.0,1.5,34.42857142857143,1.5524193548387095,15.142857142857142,1.4867256637168142,17.285714285714285,1.3125,99.89,0.9994,1,Login failures,0.9847884347537915,80.5187335530298,96.14,High
2025-10-21,Student Services,housing-api,5,2,0,3,5,2,17,17,17,7,4,6,2749,0.4117647058823529,0.2352941176470588,0.3529411764705882,5.285714285714286,0.7954545454545455,2.4285714285714284,1.4583333333333337,1.5714285714285714,0.7777777777777779,3.0,0.5,3.4285714285714284,0.0,1.2857142857142858,1.3125,17.0,0.9444444444444444,9.571428571428571,0.6621621621621622,4.571428571428571,0.717948717948718,58.02,0.4959,0,Suspicious IP access,0.4496427778870021,7.240150942631232,42.57,Medium
2025-10-21,Student Services,student-portal,5,3,0,1,2,0,11,11,11,3,3,2,0,0.2727272727272727,0.2727272727272727,0.1818181818181818,4.714285714285714,0.875,2.571428571428572,0.5599999999999999,1.2857142857142858,0.0,2.4285714285714284,0.875,1.8571428571428568,0.0,1.0,0.5,13.857142857142858,0.7403846153846153,6.857142857142857,0.3818181818181818,4.0,0.6,20.16,0.1251,0,Login failures,0.10186464456090821,8.312944664380824,12.4,Low
2025-10-22,Admissions,admissions-portal,9,2,10,2,5,0,28,28,28,16,19,12,0,0.5714285714285714,0.6785714285714286,0.4285714285714285,7.428571428571429,1.0677966101694916,2.571428571428572,1.4,0.8571428571428571,0.0,2.0,0.6666666666666666,4.571428571428571,1.794871794871795,1.0,1.0,18.428571428571427,1.4411764705882355,10.142857142857142,1.435897435897436,6.428571428571429,2.5576923076923075,95.16,0.9756,1,Phishing patterns,0.9859767885258504,31.49895286860112,87.67,High
2025-10-22,Admissions,application-db,9,3,7,0,0,1,20,20,20,9,6,2,922,0.45,0.3,0.1,6.857142857142857,1.1454545454545455,2.2857142857142856,0.0,0.7142857142857143,0.5833333333333333,1.1428571428571428,1.4,3.7142857142857135,1.4848484848484849,1.8571428571428568,0.0,16.571428571428573,1.1382113821138211,9.714285714285714,0.8400000000000001,4.857142857142857,1.024390243902439,55.23,0.4375,1,Phishing patterns,0.7033602914312687,21.13521604272321,59.18,Medium
2025-10-22,Finance,finance-erp,9,0,1,3,5,3,21,21,20,9,12,8,12031,0.4285714285714285,0.5714285714285714,0.3809523809523809,9.285714285714286,0.8749999999999999,2.857142857142857,1.2962962962962965,2.857142857142857,0.7777777777777778,2.142857142857143,0.0,2.4285714285714284,0.2916666666666667,1.7142857142857142,1.1052631578947367,21.285714285714285,0.9423076923076924,10.285714285714286,0.7974683544303797,8.285714285714286,1.2923076923076922,78.9,0.7123,1,Login failures,0.8750044275137412,13.945632794110727,74.32,High
2025-10-22,Finance,payroll-db,8,1,5,2,4,4,24,24,24,15,10,9,6950,0.625,0.4166666666666667,0.375,9.714285714285714,0.7466666666666667,4.142857142857143,0.7777777777777777,2.571428571428572,1.12,2.2857142857142856,0.3043478260869565,2.4285714285714284,1.4583333333333337,2.142857142857143,0.6363636363636364,23.285714285714285,0.9882352941176472,10.142857142857142,1.3461538461538465,9.571428571428571,0.945945945945946,87.25,0.8962,1,Phishing patterns,0.9348073609764528,18.898026259784654,80.74,High
2025-10-22,Human Resources,benefits-db,13,1,5,3,5,2,29,29,29,11,18,12,4463,0.3793103448275862,0.6206896551724138,0.4137931034482758,4.428571428571429,2.394736842105263,2.0,1.6666666666666667,2.0,0.6666666666666666,1.1428571428571428,0.4666666666666667,2.4285714285714284,1.4583333333333337,0.8571428571428571,1.6153846153846154,12.857142857142858,2.0927835051546397,7.428571428571429,1.3050847457627115,4.857142857142857,3.073170731707317,92.56,0.9798,1,Login failures,0.9816591027227819,31.980018843209262,86.84,High
2025-10-22,Human Resources,hr-portal,11,0,14,2,5,1,33,33,32,22,14,19,4669,0.6666666666666666,0.4242424242424242,0.5757575757575758,3.571428571428572,2.40625,2.0,1.6666666666666667,0.5714285714285714,0.6363636363636364,0.7142857142857143,0.0,4.0,2.8,0.5714285714285714,1.2727272727272727,11.428571428571429,2.655172413793103,7.571428571428571,2.566666666666667,4.285714285714286,2.6486486486486487,98.02,0.996,1,Phishing patterns,0.9809191688859097,55.499240689785054,91.69,High
2025-10-22,Library,digital-archives,1,3,0,2,0,1,7,7,7,0,2,2,300,0.0,0.2857142857142857,0.2857142857142857,4.0,0.2,1.5714285714285714,0.0,1.7142857142857142,0.3684210526315789,2.7142857142857144,0.8076923076923077,1.2857142857142858,0.0,1.2857142857142858,0.875,12.571428571428571,0.5157894736842106,6.0,0.0,3.4285714285714284,0.4516129032258064,11.02,0.0435,0,Privileged access attempts,0.02162965309476897,19.5864714621554,6.99,Low
2025-10-22,Library,library-catalog,2,3,0,1,1,1,8,8,8,4,0,2,4079,0.5,0.0,0.25,4.285714285714286,0.3783783783783784,1.7142857142857142,0.3684210526315789,2.857142857142857,0.2592592592592592,2.2857142857142856,0.9130434782608696,1.5714285714285714,0.0,1.4285714285714286,0.4117647058823529,14.142857142857142,0.5283018867924528,5.142857142857143,0.6511627906976744,5.285714285714286,0.0,14.8,0.0489,0,New device joins,0.0410069494718148,10.077395460347084,7.67,Low
