date,department,system,login_failures,new_device_connections,phishing_email_signals,privileged_access_attempts,suspicious_ip_accesses,unusual_file_downloads,total_events,unique_users,unique_devices,external_ip_events,off_hours_events,high_severity_events,total_download_volume_mb,external_ip_ratio,off_hours_ratio,high_severity_ratio,login_failures_7d_avg,login_failures_spike_ratio,suspicious_ip_accesses_7d_avg,suspicious_ip_accesses_spike_ratio,unusual_file_downloads_7d_avg,unusual_file_downloads_spike_ratio,new_device_connections_7d_avg,new_device_connections_spike_ratio,phishing_email_signals_7d_avg,phishing_email_signals_spike_ratio,privileged_access_attempts_7d_avg,privileged_access_attempts_spike_ratio,total_events_7d_avg,total_events_spike_ratio,external_ip_events_7d_avg,external_ip_events_spike_ratio,off_hours_events_7d_avg,off_hours_events_spike_ratio,rule_based_score,incident_probability,incident_next_7d,primary_driver
2025-11-08,Admissions,admissions-portal,7,2,1,2,5,1,18,18,18,10,4,4,4523,0.5555555555555556,0.2222222222222222,0.2222222222222222,3.857142857142857,1.441176470588235,2.142857142857143,1.590909090909091,0.5714285714285714,0.6363636363636364,2.142857142857143,0.6363636363636364,2.2857142857142856,0.30434782608695654,1.0,1.0,12.0,1.3846153846153846,6.714285714285714,1.2962962962962963,2.857142857142857,1.037037037037037,60.24,0.5431,1,Suspicious IP access
2025-11-08,Admissions,application-db,5,2,5,2,0,2,16,16,16,6,2,5,5928,0.375,0.125,0.3125,6.0,0.7142857142857143,2.2857142857142856,0.0,0.5714285714285714,1.2727272727272727,1.1428571428571428,0.9333333333333333,3.2857142857142856,1.1666666666666667,1.2857142857142858,0.875,14.571428571428571,1.0275229357798166,7.142857142857143,0.736842105263158,3.0,0.5,44.28,0.4471,0,Phishing patterns
2025-11-08,Finance,finance-erp,6,3,2,1,2,1,15,15,15,6,3,3,198,0.4,0.2,0.2,6.857142857142857,0.7636363636363637,3.5714285714285716,0.4375,1.7142857142857142,0.3684210526315789,1.7142857142857142,1.1052631578947367,2.142857142857143,0.6363636363636364,4.142857142857143,0.19444444444444442,20.142857142857142,0.7094594594594594,9.428571428571429,0.5753424657534246,7.428571428571429,0.3559322033898305,35.89,0.21,0,Login failures
2025-11-08,Finance,payroll-db,6,2,0,1,1,2,12,12,12,6,2,3,4674,0.5,0.16666666666666666,0.25,8.0,0.6666666666666666,4.142857142857143,0.19444444444444442,2.142857142857143,0.6363636363636364,2.142857142857143,0.6363636363636364,2.4285714285714284,0.0,1.8571428571428572,0.35,20.714285714285715,0.5526315789473684,10.142857142857142,0.5384615384615384,9.0,0.2,25.22,0.1644,1,Login failures
2025-11-08,Human Resources,benefits-db,6,1,4,2,3,0,16,16,16,7,5,3,0,0.4375,0.3125,0.1875,5.428571428571429,0.9333333333333333,2.0,1.0,1.1428571428571428,0.0,0.42857142857142855,0.7,4.285714285714286,0.7567567567567568,1.2857142857142858,0.875,14.571428571428571,1.0275229357798166,8.571428571428571,0.7313432835820896,4.428571428571429,0.9210526315789473,54.15,0.4316,0,Phishing patterns
2025-11-08,Human Resources,hr-portal,1,0,0,2,1,0,4,4,4,1,2,2,0,0.25,0.5,0.5,5.0,0.16666666666666666,1.4285714285714286,0.4117647058823529,0.5714285714285714,0.0,0.42857142857142855,0.0,2.4285714285714284,0.0,1.1428571428571428,0.9333333333333333,11.0,0.3333333333333333,6.714285714285714,0.12962962962962962,2.857142857142857,0.5185185185185185,14.8,0.0435,0,Privileged access attempts
2025-11-08,Library,digital-archives,2,1,1,1,2,2,9,9,9,3,2,2,5561,0.3333333333333333,0.2222222222222222,0.2222222222222222,5.142857142857143,0.3255813953488372,1.5714285714285714,0.7777777777777779,2.5714285714285716,0.5599999999999999,1.7142857142857142,0.3684210526315789,1.1428571428571428,0.4666666666666667,0.5714285714285714,0.6363636363636364,12.714285714285714,0.65625,5.0,0.5,3.857142857142857,0.4117647058823529,21.91,0.129,0,Suspicious IP access
2025-11-08,Library,library-catalog,3,0,1,1,1,1,7,7,7,3,3,2,3535,0.42857142857142855,0.42857142857142855,0.2857142857142857,3.5714285714285716,0.65625,1.0,0.5,2.4285714285714284,0.2916666666666667,3.2857142857142856,0.0,1.2857142857142858,0.4375,1.2857142857142858,0.4375,12.857142857142858,0.5051546391752577,4.142857142857143,0.5833333333333333,5.0,0.5,20.8,0.1139,0,Login failures
2025-11-08,Registrar,registration-api,11,5,9,4,5,3,37,37,37,20,21,17,8056,0.5405405405405406,0.5675675675675675,0.4594594594594595,6.0,1.5714285714285714,3.0,1.25,1.4285714285714286,1.2352941176470587,1.7142857142857142,1.8421052631578947,3.142857142857143,2.1724137931034484,3.142857142857143,0.9655172413793105,18.428571428571427,1.9044117647058825,10.285714285714286,1.7721518987341771,8.285714285714286,2.2615384615384615,98.53,0.9935,1,Phishing patterns
2025-11-08,Registrar,student-records,10,1,6,4,5,1,27,27,27,14,10,14,3033,0.5185185185185185,0.37037037037037035,0.5185185185185185,6.428571428571429,1.346153846153846,2.142857142857143,1.590909090909091,1.5714285714285714,0.38888888888888895,2.7142857142857144,0.2692307692307692,3.7142857142857144,1.2727272727272727,2.5714285714285716,1.1199999999999999,19.142857142857142,1.3404255319148937,10.0,1.2727272727272727,9.142857142857142,0.9859154929577465,92.08,0.9516,1,Phishing patterns
2025-11-08,Research Lab,hpc-cluster,4,2,1,5,5,2,19,18,18,11,4,7,4053,0.5789473684210527,0.21052631578947367,0.3684210526315789,9.571428571428571,0.3783783783783784,3.2857142857142856,1.1666666666666667,5.285714285714286,0.3181818181818182,3.857142857142857,0.4117647058823529,3.0,0.25,5.0,0.8333333333333334,30.0,0.6129032258064516,13.0,0.7857142857142857,12.571428571428571,0.2947368421052632,76.49,0.7429,1,Privileged access attempts
2025-11-08,Research Lab,research-data-vault,6,0,1,1,1,4,13,13,13,7,2,2,12547,0.5384615384615384,0.15384615384615385,0.15384615384615385,10.285714285714286,0.5316455696202531,4.142857142857143,0.19444444444444442,5.857142857142857,0.5833333333333334,2.7142857142857144,0.0,3.142857142857143,0.24137931034482762,4.0,0.2,30.142857142857142,0.41743119266055045,12.0,0.5384615384615384,9.857142857142858,0.18421052631578946,33.32,0.1761,1,Login failures
2025-11-08,Student Services,housing-api,3,2,0,1,1,0,7,7,7,2,0,1,0,0.2857142857142857,0.0,0.14285714285714285,4.285714285714286,0.5675675675675675,1.4285714285714286,0.4117647058823529,0.5714285714285714,0.0,2.7142857142857144,0.5384615384615384,2.142857142857143,0.0,1.4285714285714286,0.4117647058823529,12.571428571428571,0.5157894736842106,7.285714285714286,0.24137931034482762,4.285714285714286,0.0,9.9,0.0408,0,Login failures
2025-11-08,Student Services,student-portal,2,1,1,1,1,0,6,6,6,3,0,2,0,0.5,0.0,0.3333333333333333,4.714285714285714,0.35,2.7142857142857144,0.2692307692307692,0.7142857142857143,0.0,2.142857142857143,0.3181818181818182,2.142857142857143,0.3181818181818182,1.2857142857142858,0.4375,13.714285714285714,0.4077669902912622,7.142857142857143,0.368421052631579,4.428571428571429,0.0,13.09,0.053,0,Login failures
2025-11-09,Admissions,admissions-portal,8,0,1,0,1,1,11,11,11,3,1,2,1775,0.2727272727272727,0.09090909090909091,0.18181818181818182,4.142857142857143,1.5555555555555554,2.7142857142857144,0.2692307692307692,0.7142857142857143,0.5833333333333333,2.2857142857142856,0.0,2.0,0.3333333333333333,1.2857142857142858,0.0,13.142857142857142,0.7777777777777778,7.428571428571429,0.3559322033898305,3.2857142857142856,0.23333333333333334,15.49,0.0846,0,Login failures
2025-11-09,Admissions,application-db,5,1,2,1,3,0,12,12,12,7,0,3,0,0.5833333333333334,0.0,0.25,6.0,0.7142857142857143,2.0,1.0,0.8571428571428571,0.0,1.1428571428571428,0.4666666666666667,3.2857142857142856,0.4666666666666667,1.4285714285714286,0.4117647058823529,14.714285714285714,0.7636363636363637,6.571428571428571,0.9245283018867925,3.142857142857143,0.0,30.79,0.1929,1,Suspicious IP access
2025-11-09,Finance,finance-erp,3,3,1,2,1,3,13,12,13,5,1,4,3190,0.38461538461538464,0.07692307692307693,0.3076923076923077,7.285714285714286,0.36206896551724144,3.7142857142857144,0.21212121212121213,1.8571428571428572,1.05,1.8571428571428572,1.05,2.142857142857143,0.3181818181818182,3.2857142857142856,0.4666666666666667,20.142857142857142,0.6148648648648649,9.285714285714286,0.48611111111111105,6.428571428571429,0.1346153846153846,30.32,0.1729,0,Unusual downloads
2025-11-09,Finance,payroll-db,5,2,3,0,4,0,14,14,13,7,2,3,0,0.5,0.14285714285714285,0.21428571428571427,8.285714285714286,0.5384615384615384,3.7142857142857144,0.8484848484848485,2.4285714285714284,0.0,2.2857142857142856,0.6086956521739131,2.142857142857143,0.9545454545454546,1.8571428571428572,0.0,20.714285714285715,0.6447368421052632,10.142857142857142,0.6282051282051282,8.142857142857142,0.21875,38.23,0.2264,0,Suspicious IP access
2025-11-09,Human Resources,benefits-db,2,1,1,1,1,0,6,6,6,3,2,2,0,0.5,0.3333333333333333,0.3333333333333333,5.714285714285714,0.2978723404255319,2.4285714285714284,0.2916666666666667,1.1428571428571428,0.0,0.42857142857142855,0.7,4.285714285714286,0.1891891891891892,1.4285714285714286,0.4117647058823529,15.428571428571429,0.36521739130434777,8.857142857142858,0.3043478260869565,5.0,0.3333333333333333,17.85,0.0787,0,Login failures
2025-11-09,Human Resources,hr-portal,2,1,3,1,4,2,13,13,12,11,5,5,5294,0.8461538461538461,0.38461538461538464,0.38461538461538464,4.285714285714286,0.3783783783783784,1.2857142857142858,1.75,0.5714285714285714,1.2727272727272727,0.42857142857142855,0.7,2.142857142857143,0.9545454545454546,1.2857142857142858,0.4375,10.0,1.1818181818181819,5.714285714285714,1.6382978723404256,2.5714285714285716,1.4,61.67,0.6819,1,Suspicious IP access
2025-11-09,Library,digital-archives,7,4,3,0,1,1,16,16,15,11,3,1,1136,0.6875,0.1875,0.0625,5.0,1.1666666666666667,1.8571428571428572,0.35,2.5714285714285716,0.27999999999999997,1.7142857142857142,1.4736842105263157,1.2857142857142858,1.3125,0.7142857142857143,0.0,13.142857142857142,1.1313131313131313,5.0,1.8333333333333333,4.0,0.6,40.7,0.3649,0,Login failures
2025-11-09,Library,library-catalog,2,3,0,0,1,0,6,6,6,2,1,0,0,0.3333333333333333,0.16666666666666666,0.0,3.857142857142857,0.4117647058823529,1.1428571428571428,0.4666666666666667,2.2857142857142856,0.0,3.0,0.75,1.4285714285714286,0.0,1.2857142857142858,0.0,13.0,0.42857142857142855,4.428571428571429,0.3684210526315789,5.0,0.16666666666666666,9.31,0.0269,0,New device joins
2025-11-09,Registrar,registration-api,4,2,4,0,2,1,13,13,13,9,4,4,170,0.6923076923076923,0.3076923076923077,0.3076923076923077,7.285714285714286,0.48275862068965525,3.4285714285714284,0.45161290322580644,1.5714285714285714,0.38888888888888895,2.4285714285714284,0.5833333333333334,4.142857142857143,0.7777777777777777,3.2857142857142856,0.0,22.142857142857142,0.5617283950617284,12.428571428571429,0.6702127659574468,11.0,0.3333333333333333,44.29,0.3102,1,Phishing patterns
2025-11-09,Registrar,student-records,4,0,0,6,0,0,10,10,10,1,3,6,0,0.1,0.3,0.6,7.285714285714286,0.48275862068965525,2.4285714285714284,0.0,1.4285714285714286,0.0,2.4285714285714284,0.0,3.857142857142857,0.0,3.142857142857143,1.4482758620689657,20.571428571428573,0.46357615894039733,10.571428571428571,0.08641975308641975,9.857142857142858,0.2763157894736842,27.89,0.1134,0,Privileged access attempts
2025-11-09,Research Lab,hpc-cluster,5,1,3,1,4,6,20,20,20,9,3,7,20578,0.45,0.15,0.35,9.714285714285714,0.4666666666666667,3.857142857142857,0.8235294117647058,5.428571428571429,0.9333333333333333,3.2857142857142856,0.23333333333333334,2.857142857142857,0.7777777777777778,5.285714285714286,0.1590909090909091,30.428571428571427,0.6363636363636364,13.857142857142858,0.6057692307692307,12.714285714285714,0.21875,68.03,0.5519,0,Unusual downloads
2025-11-09,Research Lab,research-data-vault,11,0,4,4,3,3,25,25,25,14,2,5,6729,0.56,0.08,0.2,9.714285714285714,1.0266666666666668,4.0,0.6,6.285714285714286,0.4117647058823529,2.7142857142857144,0.0,2.7142857142857144,1.0769230769230769,3.5714285714285716,0.875,29.0,0.8333333333333334,11.714285714285714,1.101123595505618,9.571428571428571,0.1891891891891892,82.64,0.7508,1,Login failures
2025-11-09,Student Services,housing-api,2,3,0,0,0,1,6,6,6,1,2,1,3857,0.16666666666666666,0.3333333333333333,0.16666666666666666,4.142857142857143,0.38888888888888884,1.5714285714285714,0.0,0.42857142857142855,0.7,2.4285714285714284,0.875,1.7142857142857142,0.0,1.2857142857142858,0.0,11.571428571428571,0.4772727272727273,7.0,0.125,4.0,0.4,8.95,0.0315,0,New device joins
2025-11-09,Student Services,student-portal,4,3,3,1,2,1,14,13,13,5,1,4,2610,0.35714285714285715,0.07142857142857142,0.2857142857142857,4.285714285714286,0.7567567567567568,2.7142857142857144,0.5384615384615384,0.5714285714285714,0.6363636363636364,2.142857142857143,0.9545454545454546,2.142857142857143,0.9545454545454546,1.2857142857142858,0.4375,13.142857142857142,0.98989898989899,6.714285714285714,0.6481481481481481,3.857142857142857,0.20588235294117646,32.39,0.2501,0,Phishing patterns
2025-11-10,Admissions,admissions-portal,1,5,5,2,3,2,18,18,18,9,9,9,5327,0.5,0.5,0.5,4.285714285714286,0.1891891891891892,2.2857142857142856,0.9130434782608696,0.7142857142857143,1.1666666666666665,2.0,1.6666666666666667,1.5714285714285714,1.9444444444444446,1.2857142857142858,0.875,12.142857142857142,1.3695652173913044,6.285714285714286,1.2352941176470589,2.5714285714285716,2.52,72.91,0.7329,0,Phishing patterns
2025-11-10,Admissions,application-db,9,2,2,3,2,1,19,19,19,9,9,5,2300,0.47368421052631576,0.47368421052631576,0.2631578947368421,6.142857142857143,1.26,2.142857142857143,0.6363636363636364,0.5714285714285714,0.6363636363636364,1.1428571428571428,0.9333333333333333,3.2857142857142856,0.4666666666666667,1.4285714285714286,1.2352941176470587,14.714285714285714,1.2090909090909092,6.571428571428571,1.1886792452830188,3.142857142857143,2.1724137931034484,64.16,0.569,0,Login failures
2025-11-10,Finance,finance-erp,8,4,0,2,3,0,17,17,17,7,2,3,0,0.4117647058823529,0.11764705882352941,0.17647058823529413,7.0,1.0,3.5714285714285716,0.65625,2.0,0.0,2.142857142857143,1.2727272727272727,2.142857142857143,0.0,3.0,0.5,19.857142857142858,0.8150684931506849,8.857142857142858,0.7101449275362318,6.142857142857143,0.27999999999999997,38.67,0.2021,1,Login failures
2025-11-10,Finance,payroll-db,5,2,6,2,1,3,19,19,19,12,3,8,7287,0.631578947368421,0.15789473684210525,0.42105263157894735,7.285714285714286,0.6034482758620691,4.0,0.2,2.4285714285714284,0.875,2.5714285714285716,0.5599999999999999,2.4285714285714284,1.75,1.5714285714285714,0.7777777777777779,20.285714285714285,0.8926174496644296,10.285714285714286,1.0632911392405062,8.0,0.3333333333333333,68.48,0.6499,1,Phishing patterns
2025-11-10,Human Resources,benefits-db,10,0,2,4,4,2,22,22,22,11,14,5,3793,0.5,0.6363636363636364,0.22727272727272727,4.0,2.0,2.2857142857142856,1.2173913043478262,0.7142857142857143,1.1666666666666665,0.5714285714285714,0.0,3.0,0.5,1.2857142857142858,1.75,11.857142857142858,1.711111111111111,7.142857142857143,1.3508771929824561,2.857142857142857,3.6296296296296298,83.55,0.8644,1,Login failures
2025-11-10,Human Resources,hr-portal,4,3,5,1,4,4,21,21,21,10,11,7,13379,0.47619047619047616,0.5238095238095238,0.3333333333333333,3.4285714285714284,0.9032258064516129,1.5714285714285714,1.5555555555555558,0.8571428571428571,2.1538461538461537,0.42857142857142855,2.1,2.142857142857143,1.590909090909091,1.1428571428571428,0.4666666666666667,9.571428571428571,1.9864864864864866,6.285714285714286,1.3725490196078431,2.142857142857143,3.5,79.81,0.9156,1,Phishing patterns
2025-11-10,Library,digital-archives,4,1,1,0,0,1,7,7,7,3,2,1,1346,0.42857142857142855,0.2857142857142857,0.14285714285714285,5.428571428571429,0.6222222222222222,1.8571428571428572,0.0,2.7142857142857144,0.2692307692307692,2.2857142857142856,0.30434782608695654,1.7142857142857142,0.3684210526315789,0.5714285714285714,0.0,14.571428571428571,0.44954128440366975,6.428571428571429,0.40384615384615385,4.285714285714286,0.3783783783783784,13.67,0.0365,0,Login failures
2025-11-10,Library,library-catalog,2,3,0,1,1,1,8,8,8,1,1,2,2884,0.125,0.125,0.25,3.7142857142857144,0.42424242424242425,1.1428571428571428,0.4666666666666667,2.2857142857142856,0.30434782608695654,3.0,0.75,1.2857142857142858,0.0,1.1428571428571428,0.4666666666666667,12.571428571428571,0.5894736842105264,4.0,0.2,4.714285714285714,0.175,11.28,0.036,0,New device joins
2025-11-10,Registrar,registration-api,5,0,5,1,1,0,12,12,12,8,1,3,0,0.6666666666666666,0.08333333333333333,0.25,7.285714285714286,0.6034482758620691,3.4285714285714284,0.22580645161290322,1.7142857142857142,0.0,2.5714285714285716,0.0,4.714285714285714,0.875,3.142857142857143,0.24137931034482762,22.857142857142858,0.5029940119760479,13.142857142857142,0.5656565656565656,11.285714285714286,0.0813953488372093,36.86,0.1559,1,Phishing patterns
2025-11-10,Registrar,student-records,11,1,1,3,1,1,18,18,17,9,4,4,443,0.5,0.2222222222222222,0.2222222222222222,7.285714285714286,1.3275862068965518,2.142857142857143,0.3181818181818182,1.4285714285714286,0.4117647058823529,2.2857142857142856,0.30434782608695654,3.4285714285714284,0.22580645161290322,4.0,0.6,20.571428571428573,0.8344370860927152,9.857142857142858,0.8289473684210525,10.142857142857142,0.358974358974359,49.22,0.3443,1,Login failures
2025-11-10,Research Lab,hpc-cluster,9,2,4,0,4,2,21,21,21,13,7,5,9137,0.6190476190476191,0.3333333333333333,0.23809523809523808,9.142857142857142,0.8873239436619719,4.142857142857143,0.7777777777777777,5.714285714285714,0.2978723404255319,3.142857142857143,0.48275862068965525,3.0,1.0,5.428571428571429,0.0,30.571428571428573,0.665158371040724,14.285714285714286,0.8504672897196262,12.285714285714286,0.5268817204301075,70.21,0.6678,1,Login failures
2025-11-10,Research Lab,research-data-vault,8,1,3,4,3,6,25,25,25,10,4,9,11810,0.4,0.16,0.36,10.428571428571429,0.7,4.428571428571429,0.5526315789473684,5.714285714285714,0.8936170212765957,2.4285714285714284,0.2916666666666667,3.2857142857142856,0.7000000000000001,4.0,0.8,30.285714285714285,0.7990867579908676,13.428571428571429,0.693069306930693,9.428571428571429,0.3835616438356164,83.31,0.8221,1,Unusual downloads
2025-11-10,Student Services,housing-api,8,4,3,0,5,1,21,21,21,11,6,3,2727,0.5238095238095238,0.2857142857142857,0.14285714285714285,3.5714285714285716,1.75,1.4285714285714286,2.0588235294117645,0.5714285714285714,0.6363636363636364,2.7142857142857144,1.0769230769230769,1.5714285714285714,1.1666666666666667,1.2857142857142858,0.0,11.142857142857142,1.7294117647058824,6.428571428571429,1.4807692307692306,4.0,1.2,64.83,0.7186,1,Suspicious IP access
2025-11-10,Student Services,student-portal,8,6,2,0,2,1,19,19,19,6,4,3,4130,0.3157894736842105,0.21052631578947367,0.15789473684210525,4.571428571428571,1.435897435897436,2.7142857142857144,0.5384615384615384,0.5714285714285714,0.6363636363636364,2.4285714285714284,1.75,2.4285714285714284,0.5833333333333334,1.4285714285714286,0.0,14.142857142857142,1.2547169811320755,7.0,0.75,3.7142857142857144,0.8484848484848485,38.75,0.2915,0,Login failures
2025-11-11,Admissions,admissions-portal,7,2,0,1,4,1,15,15,15,8,3,3,4228,0.5333333333333333,0.2,0.2,3.857142857142857,1.441176470588235,2.5714285714285716,1.1199999999999999,0.8571428571428571,0.5384615384615384,2.5714285714285716,0.5599999999999999,2.0,0.0,1.4285714285714286,0.4117647058823529,13.285714285714286,1.05,6.857142857142857,1.0181818181818183,3.5714285714285716,0.65625,40.61,0.3158,0,Login failures
2025-11-11,Admissions,application-db,6,3,5,3,1,0,18,18,18,11,2,5,0,0.6111111111111112,0.1111111111111111,0.2777777777777778,6.428571428571429,0.8076923076923077,2.2857142857142856,0.30434782608695654,0.7142857142857143,0.0,1.4285714285714286,1.2352941176470587,2.7142857142857144,1.346153846153846,1.8571428571428572,1.05,15.428571428571429,1.0956521739130434,6.571428571428571,1.4528301886792454,3.857142857142857,0.4117647058823529,59.66,0.5297,0,Phishing patterns
2025-11-11,Finance,finance-erp,7,0,2,3,4,3,19,19,19,9,1,7,6763,0.47368421052631576,0.05263157894736842,0.3684210526315789,6.714285714285714,0.9074074074074074,3.2857142857142856,0.9333333333333333,1.8571428571428572,1.05,2.7142857142857144,0.0,2.0,0.6666666666666666,2.2857142857142856,0.9130434782608696,18.857142857142858,0.9568345323741007,8.285714285714286,0.9692307692307691,4.857142857142857,0.17073170731707318,64.11,0.6399,0,Login failures
2025-11-11,Finance,payroll-db,4,0,1,0,1,1,7,7,7,3,3,2,2534,0.42857142857142855,0.42857142857142855,0.2857142857142857,7.285714285714286,0.48275862068965525,3.4285714285714284,0.22580645161290322,2.5714285714285716,0.27999999999999997,2.2857142857142856,0.0,2.7142857142857144,0.2692307692307692,1.7142857142857142,0.0,20.0,0.3333333333333333,10.428571428571429,0.2625,6.285714285714286,0.4117647058823529,17.99,0.0555,0,Login failures
2025-11-11,Human Resources,benefits-db,9,3,5,4,6,1,28,28,28,19,13,12,1744,0.6785714285714286,0.4642857142857143,0.42857142857142855,5.428571428571429,1.4,2.7142857142857144,1.6153846153846154,1.0,0.5,0.42857142857142855,2.1,3.0,1.25,1.7142857142857142,1.4736842105263157,14.285714285714286,1.8317757009345794,8.285714285714286,2.046153846153846,4.571428571428571,2.3333333333333335,94.54,0.9744,1,Suspicious IP access
2025-11-11,Human Resources,hr-portal,6,0,3,4,5,1,19,19,19,12,11,10,1631,0.631578947368421,0.5789473684210527,0.5263157894736842,3.857142857142857,1.2352941176470587,1.8571428571428572,1.75,1.1428571428571428,0.4666666666666667,0.8571428571428571,0.0,2.4285714285714284,0.875,1.1428571428571428,1.8666666666666667,11.285714285714286,1.5465116279069766,6.714285714285714,1.5555555555555556,3.5714285714285716,2.40625,84.02,0.8833,1,Suspicious IP access
2025-11-11,Library,digital-archives,2,1,0,1,0,1,5,5,5,1,0,1,258,0.2,0.0,0.2,4.571428571428571,0.358974358974359,1.1428571428571428,0.0,1.5714285714285714,0.38888888888888895,2.0,0.3333333333333333,1.5714285714285714,0.0,0.2857142857142857,0.7777777777777779,11.142857142857142,0.411764705882353,5.285714285714286,0.1590909090909091,2.142857142857143,0.0,7.18,0.0224,0,Login failures
2025-11-11,Library,library-catalog,3,3,1,1,0,4,12,12,11,2,2,5,6613,0.16666666666666666,0.16666666666666666,0.4166666666666667,3.0,0.75,1.0,0.0,1.7142857142857142,1.4736842105263157,2.4285714285714284,0.875,0.8571428571428571,0.5384615384615384,1.0,0.5,10.0,1.0909090909090908,3.2857142857142856,0.4666666666666667,2.857142857142857,0.5185185185185185,21.19,0.1313,0,Unusual downloads
2025-11-11,Registrar,registration-api,13,4,5,8,8,3,41,41,40,15,24,19,5923,0.36585365853658536,0.5853658536585366,0.4634146341463415,7.285714285714286,1.5689655172413794,3.4285714285714284,1.8064516129032258,1.7142857142857142,1.1052631578947367,2.4285714285714284,1.1666666666666667,5.142857142857143,0.813953488372093,2.7142857142857144,2.1538461538461537,22.714285714285715,1.7289156626506024,13.142857142857142,1.0606060606060606,10.714285714285714,2.048780487804878,99.38,0.9967,1,Privileged access attempts
2025-11-11,Registrar,student-records,14,1,12,11,9,4,51,51,48,29,31,31,9446,0.5686274509803921,0.6078431372549019,0.6078431372549019,7.285714285714286,1.6896551724137934,2.142857142857143,2.8636363636363638,1.4285714285714286,1.6470588235294117,1.8571428571428572,0.35,3.2857142857142856,2.8000000000000003,4.285714285714286,2.081081081081081,20.285714285714285,2.3959731543624163,9.857142857142858,2.6710526315789473,8.714285714285714,3.1911764705882355,99.97,1.0,1,Phishing patterns
2025-11-11,Research Lab,hpc-cluster,6,1,5,5,3,5,25,25,25,15,10,12,12154,0.6,0.4,0.48,8.428571428571429,0.6363636363636364,4.285714285714286,0.5675675675675675,5.0,0.8333333333333334,3.0,0.25,3.2857142857142856,1.1666666666666667,4.285714285714286,0.9459459459459459,28.285714285714285,0.8536585365853658,14.285714285714286,0.9813084112149533,12.142857142857142,0.7608695652173914,92.24,0.9173,0,Privileged access attempts
2025-11-11,Research Lab,research-data-vault,11,3,2,6,1,4,27,27,26,12,4,8,14719,0.4444444444444444,0.14814814814814814,0.2962962962962963,10.428571428571429,0.9625,4.285714285714286,0.1891891891891892,6.142857142857143,0.5599999999999999,2.2857142857142856,0.9130434782608696,3.142857142857143,0.48275862068965525,3.7142857142857144,1.2727272727272727,30.0,0.8709677419354839,12.714285714285714,0.875,9.428571428571429,0.3835616438356164,83.69,0.73,1,Privileged access attempts
2025-11-11,Student Services,housing-api,6,5,4,0,3,1,19,19,19,11,8,6,1484,0.5789473684210527,0.42105263157894735,0.3157894736842105,4.571428571428571,1.0769230769230769,2.0,1.0,0.7142857142857143,0.5833333333333333,3.0,1.25,1.7142857142857142,1.4736842105263157,1.0,0.0,13.0,1.3571428571428572,7.0,1.375,4.714285714285714,1.4,62.27,0.5716,1,Phishing patterns
2025-11-11,Student Services,student-portal,4,8,8,2,2,1,25,25,25,15,13,11,1077,0.6,0.52,0.44,5.285714285714286,0.6363636363636364,2.7142857142857144,0.5384615384615384,0.7142857142857143,0.5833333333333333,3.2857142857142856,1.8666666666666667,2.7142857142857144,2.1538461538461537,1.4285714285714286,0.8235294117647058,16.142857142857142,1.4583333333333335,7.285714285714286,1.810344827586207,4.142857142857143,2.5277777777777777,87.65,0.889,1,Phishing patterns
2025-11-12,Admissions,admissions-portal,10,3,9,4,4,1,31,31,31,19,15,15,3063,0.6129032258064516,0.4838709677419355,0.4838709677419355,4.571428571428571,1.794871794871795,2.4285714285714284,1.1666666666666667,0.8571428571428571,0.5384615384615384,2.4285714285714284,0.875,1.8571428571428572,3.15,1.2857142857142858,1.75,13.428571428571429,2.1485148514851486,6.714285714285714,2.462962962962963,3.7142857142857144,3.1818181818181817,96.46,0.9881,1,Phishing patterns
2025-11-12,Admissions,application-db,10,0,11,1,6,1,29,29,29,22,15,14,2255,0.7586206896551724,0.5172413793103449,0.4827586206896552,6.0,1.4285714285714286,2.2857142857142856,1.8260869565217392,0.7142857142857143,0.5833333333333333,1.4285714285714286,0.0,2.857142857142857,2.8518518518518516,2.0,0.3333333333333333,15.285714285714286,1.7807017543859651,7.285714285714286,2.6551724137931036,3.5714285714285716,3.28125,96.43,0.9881,1,Phishing patterns
2025-11-12,Finance,finance-erp,16,4,10,6,5,6,47,47,46,24,22,22,18521,0.5106382978723404,0.46808510638297873,0.46808510638297873,6.571428571428571,2.1132075471698113,3.5714285714285716,1.09375,1.8571428571428572,2.1,2.7142857142857144,1.0769230769230769,2.0,3.3333333333333335,2.4285714285714284,1.75,19.142857142857142,2.3333333333333335,8.714285714285714,2.4705882352941178,4.285714285714286,4.162162162162162,99.69,0.9994,1,Phishing patterns
2025-11-12,Finance,payroll-db,17,5,2,7,9,3,43,43,42,22,24,18,5036,0.5116279069767442,0.5581395348837209,0.4186046511627907,6.428571428571429,2.2884615384615383,3.2857142857142856,2.1,2.0,1.0,2.142857142857143,1.590909090909091,2.4285714285714284,0.5833333333333334,1.4285714285714286,2.88235294117647,17.714285714285715,2.297709923664122,9.428571428571429,2.1095890410958904,6.0,3.4285714285714284,99.34,0.9981,1,Login failures
