timestamp,department,system,event_type,severity,source_ip,source_ip_type,user_id,device_id,download_mb,is_new_device
2025-10-08T08:57:49,Student Services,housing-api,login_failure,low,10.102.26.1,internal,STU-U3218,STU-D573,0,0
2025-10-08T09:05:09,Human Resources,hr-portal,login_failure,medium,10.236.125.134,internal,HUM-U1241,HUM-D637,0,0
2025-10-08T09:14:00,Finance,payroll-db,login_failure,low,10.82.81.210,internal,FIN-U2750,FIN-D288,0,0
2025-10-08T09:18:05,Registrar,student-records,new_device_connection,medium,10.213.198.233,internal,REG-U6155,REG-D852,0,1
2025-10-08T09:37:14,Human Resources,hr-portal,phishing_email_signal,high,77.8.216.12,external,HUM-U5915,HUM-D272,0,0
2025-10-08T09:39:38,Finance,payroll-db,new_device_connection,medium,10.159.197.181,internal,FIN-U3727,FIN-D648,0,1
2025-10-08T09:57:59,Finance,finance-erp,login_failure,low,10.138.197.86,internal,FIN-U1325,FIN-D508,0,0
2025-10-08T09:59:11,Admissions,application-db,phishing_email_signal,medium,26.234.218.141,external,ADM-U9249,ADM-D542,0,0
2025-10-08T10:00:07,Registrar,student-records,login_failure,medium,210.230.224.196,external,REG-U1959,REG-D540,0,0
2025-10-08T10:02:22,Registrar,registration-api,unusual_file_download,medium,28.251.88.88,external,REG-U3187,REG-D583,1213,0
2025-10-08T10:04:27,Student Services,student-portal,login_failure,low,10.85.76.79,internal,STU-U7850,STU-D500,0,0
2025-10-08T10:10:32,Library,library-catalog,privileged_access_attempt,high,10.77.5.12,internal,LIB-U1832,LIB-D245,0,0
2025-10-08T10:14:16,Finance,finance-erp,login_failure,medium,10.71.138.245,internal,FIN-U7708,FIN-D501,0,0
2025-10-08T10:14:34,Student Services,housing-api,suspicious_ip_access,high,213.102.55.35,external,STU-U8642,STU-D716,0,0
2025-10-08T10:15:48,Student Services,student-portal,phishing_email_signal,medium,206.214.150.211,external,STU-U1080,STU-D131,0,0
2025-10-08T10:16:31,Finance,payroll-db,new_device_connection,low,55.241.133.180,external,FIN-U4571,FIN-D368,0,1
2025-10-08T10:21:21,Library,library-catalog,unusual_file_download,medium,10.126.44.71,internal,LIB-U4180,LIB-D946,1301,0
2025-10-08T10:23:16,Admissions,application-db,privileged_access_attempt,critical,10.11.187.8,internal,ADM-U4777,ADM-D209,0,0
2025-10-08T10:27:26,Registrar,registration-api,login_failure,medium,82.83.23.13,external,REG-U2140,REG-D439,0,0
2025-10-08T10:27:40,Finance,finance-erp,phishing_email_signal,medium,33.35.150.52,external,FIN-U1329,FIN-D260,0,0
2025-10-08T10:28:32,Research Lab,research-data-vault,login_failure,low,10.163.32.172,internal,RES-U9065,RES-D737,0,0
2025-10-08T10:29:42,Finance,payroll-db,new_device_connection,medium,10.50.238.197,internal,FIN-U2728,FIN-D599,0,1
2025-10-08T10:32:50,Registrar,student-records,privileged_access_attempt,critical,10.103.169.119,internal,REG-U7654,REG-D871,0,0
2025-10-08T10:33:07,Finance,payroll-db,unusual_file_download,medium,10.51.88.144,internal,FIN-U8864,FIN-D876,204,0
2025-10-08T10:42:04,Registrar,registration-api,privileged_access_attempt,high,10.203.101.248,internal,REG-U2601,REG-D475,0,0
2025-10-08T10:51:31,Student Services,student-portal,phishing_email_signal,high,33.56.239.92,external,STU-U5514,STU-D581,0,0
2025-10-08T10:53:41,Human Resources,hr-portal,login_failure,medium,10.229.234.61,internal,HUM-U2035,HUM-D248,0,0
2025-10-08T10:57:39,Student Services,student-portal,login_failure,medium,10.230.65.54,internal,STU-U1339,STU-D444,0,0
2025-10-08T10:58:22,Admissions,admissions-portal,phishing_email_signal,medium,82.43.122.65,external,ADM-U7449,ADM-D615,0,0
2025-10-08T11:04:17,Student Services,student-portal,suspicious_ip_access,high,131.205.196.226,external,STU-U6986,STU-D503,0,0
2025-10-08T11:11:22,Admissions,admissions-portal,phishing_email_signal,high,140.84.152.182,external,ADM-U7079,ADM-D226,0,0
2025-10-08T11:12:31,Admissions,application-db,phishing_email_signal,medium,109.231.97.173,external,ADM-U9857,ADM-D110,0,0
2025-10-08T11:13:56,Student Services,student-portal,login_failure,low,10.45.203.137,internal,STU-U7272,STU-D218,0,0
2025-10-08T11:15:56,Research Lab,research-data-vault,login_failure,low,124.126.156.206,external,RES-U1196,RES-D913,0,0
2025-10-08T11:22:30,Registrar,student-records,suspicious_ip_access,high,127.201.243.213,external,REG-U9155,REG-D516,0,0
2025-10-08T11:23:33,Library,digital-archives,unusual_file_download,high,10.189.227.125,internal,LIB-U2841,LIB-D678,2740,0
2025-10-08T11:26:17,Registrar,student-records,login_failure,low,10.105.2.1,internal,REG-U4924,REG-D683,0,0
2025-10-08T11:30:58,Registrar,registration-api,login_failure,low,65.33.167.131,external,REG-U8282,REG-D591,0,0
2025-10-08T11:31:10,Library,digital-archives,login_failure,low,120.74.15.108,external,LIB-U9331,LIB-D736,0,0
2025-10-08T11:33:15,Registrar,student-records,suspicious_ip_access,medium,62.111.173.176,external,REG-U4259,REG-D958,0,0
2025-10-08T11:42:37,Library,library-catalog,new_device_connection,low,200.77.146.102,external,LIB-U3777,LIB-D279,0,1
2025-10-08T11:48:39,Research Lab,hpc-cluster,unusual_file_download,high,10.169.13.232,internal,RES-U2539,RES-D807,3140,0
2025-10-08T11:50:16,Admissions,application-db,login_failure,low,145.206.119.244,external,ADM-U9467,ADM-D295,0,0
2025-10-08T11:52:22,Research Lab,research-data-vault,new_device_connection,medium,10.190.126.95,internal,RES-U9588,RES-D939,0,1
2025-10-08T11:55:05,Library,digital-archives,unusual_file_download,medium,65.227.127.158,external,LIB-U6391,LIB-D103,3586,0
2025-10-08T11:59:17,Registrar,registration-api,new_device_connection,medium,172.86.51.80,external,REG-U6063,REG-D806,0,1
2025-10-08T11:59:28,Research Lab,hpc-cluster,login_failure,medium,88.184.247.44,external,RES-U6948,RES-D268,0,0
2025-10-08T12:05:31,Registrar,student-records,suspicious_ip_access,high,166.151.168.151,external,REG-U8856,REG-D382,0,0
2025-10-08T12:16:01,Human Resources,hr-portal,suspicious_ip_access,medium,200.73.153.36,external,HUM-U9149,HUM-D104,0,0
2025-10-08T12:16:42,Student Services,student-portal,login_failure,medium,110.231.147.18,external,STU-U4040,STU-D896,0,0
2025-10-08T12:18:22,Registrar,registration-api,login_failure,low,180.63.142.144,external,REG-U2574,REG-D108,0,0
2025-10-08T12:20:42,Registrar,registration-api,new_device_connection,medium,10.66.158.209,internal,REG-U1647,REG-D259,0,1
2025-10-08T12:24:07,Student Services,housing-api,unusual_file_download,high,10.149.243.108,internal,STU-U3836,STU-D875,551,0
2025-10-08T12:40:57,Student Services,housing-api,suspicious_ip_access,medium,130.61.166.182,external,STU-U5697,STU-D118,0,0
2025-10-08T12:47:39,Student Services,housing-api,phishing_email_signal,medium,34.234.205.227,external,STU-U9608,STU-D903,0,0
2025-10-08T12:50:18,Student Services,housing-api,login_failure,medium,162.68.55.9,external,STU-U1844,STU-D146,0,0
2025-10-08T13:08:23,Library,library-catalog,phishing_email_signal,medium,91.5.78.186,external,LIB-U2487,LIB-D246,0,0
2025-10-08T13:35:58,Admissions,application-db,suspicious_ip_access,high,169.230.249.18,external,ADM-U1287,ADM-D203,0,0
2025-10-08T13:37:28,Library,digital-archives,new_device_connection,medium,10.17.113.31,internal,LIB-U4019,LIB-D317,0,1
2025-10-08T13:42:11,Research Lab,research-data-vault,unusual_file_download,high,10.201.44.184,internal,RES-U8482,RES-D942,1724,0
2025-10-08T13:43:13,Human Resources,benefits-db,phishing_email_signal,high,30.162.112.55,external,HUM-U6386,HUM-D437,0,0
2025-10-08T13:44:52,Research Lab,research-data-vault,privileged_access_attempt,critical,10.169.57.21,internal,RES-U7986,RES-D657,0,0
2025-10-08T13:48:53,Research Lab,hpc-cluster,privileged_access_attempt,critical,10.203.52.211,internal,RES-U7238,RES-D885,0,0
2025-10-08T13:49:36,Student Services,housing-api,login_failure,medium,10.61.225.197,internal,STU-U9214,STU-D995,0,0
2025-10-08T13:53:13,Student Services,housing-api,login_failure,low,10.66.208.172,internal,STU-U2211,STU-D543,0,0
2025-10-08T13:56:03,Research Lab,research-data-vault,unusual_file_download,medium,10.60.40.245,internal,RES-U4134,RES-D252,3496,0
2025-10-08T13:59:15,Registrar,student-records,unusual_file_download,high,10.118.106.220,internal,REG-U1024,REG-D115,2890,0
2025-10-08T14:00:18,Library,library-catalog,unusual_file_download,medium,177.207.11.236,external,LIB-U8386,LIB-D423,3334,0
2025-10-08T14:03:14,Human Resources,hr-portal,new_device_connection,low,167.239.179.76,external,HUM-U2656,HUM-D438,0,1
2025-10-08T14:08:06,Library,library-catalog,new_device_connection,medium,215.19.95.167,external,LIB-U6582,LIB-D811,0,1
2025-10-08T14:16:23,Finance,finance-erp,login_failure,low,10.105.28.186,internal,FIN-U7349,FIN-D296,0,0
2025-10-08T14:23:52,Finance,payroll-db,phishing_email_signal,high,42.69.47.40,external,FIN-U4449,FIN-D977,0,0
2025-10-08T14:25:07,Registrar,student-records,privileged_access_attempt,critical,10.14.6.111,internal,REG-U5396,REG-D661,0,0
2025-10-08T14:29:57,Human Resources,hr-portal,login_failure,low,10.200.90.117,internal,HUM-U8716,HUM-D365,0,0
2025-10-08T14:30:19,Library,library-catalog,unusual_file_download,high,10.140.161.238,internal,LIB-U9010,LIB-D305,1375,0
2025-10-08T14:36:14,Admissions,application-db,privileged_access_attempt,critical,10.230.36.219,internal,ADM-U5256,ADM-D961,0,0
2025-10-08T14:37:49,Library,digital-archives,new_device_connection,medium,10.134.85.101,internal,LIB-U3625,LIB-D541,0,1
2025-10-08T14:38:18,Finance,payroll-db,suspicious_ip_access,high,189.1.148.213,external,FIN-U4168,FIN-D280,0,0
2025-10-08T14:38:46,Student Services,student-portal,login_failure,medium,10.81.146.217,internal,STU-U7922,STU-D702,0,0
2025-10-08T14:44:11,Student Services,student-portal,privileged_access_attempt,high,10.142.186.188,internal,STU-U6835,STU-D223,0,0
2025-10-08T14:48:30,Human Resources,benefits-db,new_device_connection,low,10.97.172.1,internal,HUM-U6861,HUM-D538,0,1
2025-10-08T14:55:56,Research Lab,research-data-vault,login_failure,low,10.37.4.54,internal,RES-U2165,RES-D280,0,0
2025-10-08T14:56:13,Finance,finance-erp,login_failure,medium,10.238.49.124,internal,FIN-U2707,FIN-D191,0,0
2025-10-08T15:00:23,Finance,payroll-db,suspicious_ip_access,medium,215.178.187.6,external,FIN-U1575,FIN-D798,0,0
2025-10-08T15:14:01,Library,library-catalog,new_device_connection,medium,10.151.147.253,internal,LIB-U4008,LIB-D832,0,1
2025-10-08T15:24:05,Human Resources,benefits-db,phishing_email_signal,high,133.189.21.184,external,HUM-U4286,HUM-D589,0,0
2025-10-08T15:24:50,Human Resources,hr-portal,phishing_email_signal,high,67.243.233.227,external,HUM-U4457,HUM-D388,0,0
2025-10-08T15:28:22,Student Services,housing-api,login_failure,medium,10.92.142.159,internal,STU-U9272,STU-D361,0,0
2025-10-08T15:28:43,Admissions,admissions-portal,login_failure,low,10.89.144.1,internal,ADM-U6740,ADM-D656,0,0
2025-10-08T15:44:58,Human Resources,hr-portal,login_failure,medium,86.164.80.7,external,HUM-U9995,HUM-D613,0,0
2025-10-08T15:46:39,Registrar,registration-api,unusual_file_download,high,10.122.124.163,internal,REG-U7314,REG-D193,2906,0
2025-10-08T16:01:55,Admissions,application-db,phishing_email_signal,high,87.147.91.217,external,ADM-U2056,ADM-D905,0,0
2025-10-08T16:02:41,Registrar,student-records,unusual_file_download,high,28.178.109.204,external,REG-U3319,REG-D745,3133,0
2025-10-08T16:03:06,Library,digital-archives,new_device_connection,medium,157.3.91.251,external,LIB-U4319,LIB-D637,0,1
2025-10-08T16:06:37,Finance,payroll-db,login_failure,medium,10.161.218.46,internal,FIN-U1417,FIN-D463,0,0
2025-10-08T16:09:10,Registrar,registration-api,login_failure,medium,10.119.44.39,internal,REG-U5868,REG-D669,0,0
2025-10-08T16:11:34,Research Lab,hpc-cluster,privileged_access_attempt,high,10.145.24.127,internal,RES-U4853,RES-D705,0,0
2025-10-08T16:19:46,Research Lab,hpc-cluster,privileged_access_attempt,critical,10.137.8.79,internal,RES-U7383,RES-D963,0,0
2025-10-08T16:25:02,Registrar,student-records,phishing_email_signal,medium,147.171.59.215,external,REG-U8057,REG-D493,0,0
2025-10-08T16:30:00,Library,digital-archives,unusual_file_download,medium,10.3.238.210,internal,LIB-U5864,LIB-D689,4812,0
2025-10-08T16:32:27,Student Services,student-portal,login_failure,low,120.66.158.253,external,STU-U3123,STU-D606,0,0
2025-10-08T16:32:28,Admissions,admissions-portal,login_failure,low,10.207.215.15,internal,ADM-U2169,ADM-D368,0,0
2025-10-08T16:36:27,Finance,finance-erp,login_failure,low,10.153.65.180,internal,FIN-U5379,FIN-D296,0,0
2025-10-08T16:41:14,Registrar,registration-api,new_device_connection,medium,10.204.112.48,internal,REG-U3753,REG-D220,0,1
2025-10-08T16:44:26,Registrar,registration-api,unusual_file_download,high,10.174.111.17,internal,REG-U1934,REG-D424,2401,0
2025-10-08T16:56:45,Finance,finance-erp,unusual_file_download,medium,10.234.21.26,internal,FIN-U7274,FIN-D228,4848,0
2025-10-08T16:57:59,Human Resources,benefits-db,suspicious_ip_access,medium,181.222.139.71,external,HUM-U3040,HUM-D969,0,0
2025-10-08T17:03:23,Research Lab,research-data-vault,unusual_file_download,high,10.162.235.50,internal,RES-U2929,RES-D293,4651,0
2025-10-08T17:20:35,Research Lab,research-data-vault,unusual_file_download,high,126.199.9.140,external,RES-U4736,RES-D803,1217,0
2025-10-08T17:20:51,Human Resources,benefits-db,login_failure,medium,10.214.197.254,internal,HUM-U2232,HUM-D776,0,0
2025-10-08T17:33:48,Finance,payroll-db,new_device_connection,low,10.96.110.248,internal,FIN-U1591,FIN-D149,0,1
2025-10-08T17:42:35,Student Services,housing-api,login_failure,low,132.10.211.144,external,STU-U4146,STU-D202,0,0
2025-10-08T17:46:43,Student Services,student-portal,privileged_access_attempt,critical,82.239.23.93,external,STU-U8984,STU-D959,0,0
2025-10-08T17:47:17,Human Resources,benefits-db,suspicious_ip_access,medium,56.37.224.228,external,HUM-U9941,HUM-D190,0,0
2025-10-08T17:48:15,Research Lab,hpc-cluster,suspicious_ip_access,medium,46.32.68.18,external,RES-U3544,RES-D993,0,0
2025-10-08T17:56:22,Student Services,housing-api,login_failure,medium,10.64.236.248,internal,STU-U5269,STU-D579,0,0
2025-10-08T17:59:38,Research Lab,hpc-cluster,login_failure,medium,171.5.41.34,external,RES-U7131,RES-D565,0,0
2025-10-08T18:10:49,Admissions,admissions-portal,suspicious_ip_access,high,48.10.109.209,external,ADM-U9399,ADM-D208,0,0
2025-10-08T18:13:04,Student Services,housing-api,login_failure,medium,10.125.195.16,internal,STU-U7505,STU-D362,0,0
2025-10-08T18:23:03,Student Services,housing-api,login_failure,medium,10.57.115.62,internal,STU-U4784,STU-D220,0,0
2025-10-08T18:23:31,Student Services,student-portal,suspicious_ip_access,high,52.140.102.216,external,STU-U5294,STU-D967,0,0
2025-10-08T18:29:05,Human Resources,hr-portal,suspicious_ip_access,high,31.114.12.48,external,HUM-U4774,HUM-D761,0,0
2025-10-08T18:43:40,Library,library-catalog,new_device_connection,medium,10.23.168.164,internal,LIB-U9360,LIB-D199,0,1
2025-10-08T18:44:44,Human Resources,benefits-db,login_failure,medium,10.188.3.92,internal,HUM-U3426,HUM-D953,0,0
2025-10-08T18:45:02,Registrar,student-records,login_failure,medium,10.94.59.115,internal,REG-U9773,REG-D786,0,0
2025-10-08T18:48:31,Admissions,admissions-portal,suspicious_ip_access,medium,80.155.231.111,external,ADM-U5369,ADM-D842,0,0
2025-10-08T18:48:48,Registrar,registration-api,login_failure,medium,10.156.43.241,internal,REG-U5394,REG-D873,0,0
2025-10-08T18:56:25,Research Lab,hpc-cluster,login_failure,medium,10.1.252.78,internal,RES-U6568,RES-D951,0,0
2025-10-08T18:57:24,Finance,payroll-db,login_failure,medium,41.220.204.179,external,FIN-U1759,FIN-D174,0,0
2025-10-08T18:59:29,Research Lab,research-data-vault,phishing_email_signal,medium,158.60.185.17,external,RES-U3879,RES-D868,0,0
2025-10-08T18:59:48,Registrar,student-records,privileged_access_attempt,high,10.59.235.140,internal,REG-U4199,REG-D881,0,0
2025-10-08T19:08:00,Research Lab,research-data-vault,login_failure,medium,10.121.219.25,internal,RES-U4454,RES-D949,0,0
2025-10-08T19:11:19,Research Lab,research-data-vault,phishing_email_signal,high,122.208.83.68,external,RES-U1079,RES-D308,0,0
2025-10-08T19:24:21,Human Resources,benefits-db,login_failure,medium,10.204.233.215,internal,HUM-U6647,HUM-D869,0,0
2025-10-08T19:25:34,Research Lab,research-data-vault,login_failure,medium,10.47.13.107,internal,RES-U4568,RES-D646,0,0
2025-10-08T19:30:30,Research Lab,hpc-cluster,unusual_file_download,high,10.157.208.142,internal,RES-U7096,RES-D471,3902,0
2025-10-08T19:30:35,Student Services,housing-api,new_device_connection,medium,10.160.140.224,internal,STU-U3135,STU-D952,0,1
2025-10-08T19:35:12,Research Lab,research-data-vault,phishing_email_signal,high,57.224.29.37,external,RES-U5598,RES-D625,0,0
2025-10-08T19:47:46,Finance,payroll-db,login_failure,medium,10.154.202.203,internal,FIN-U6373,FIN-D789,0,0
2025-10-08T19:50:32,Research Lab,research-data-vault,phishing_email_signal,high,164.178.148.212,external,RES-U8885,RES-D806,0,0
2025-10-08T21:00:02,Student Services,housing-api,new_device_connection,low,10.127.47.80,internal,STU-U3387,STU-D786,0,1
2025-10-08T21:00:33,Research Lab,hpc-cluster,privileged_access_attempt,high,10.142.164.115,internal,RES-U7097,RES-D275,0,0
2025-10-08T21:02:13,Student Services,housing-api,new_device_connection,medium,10.27.87.38,internal,STU-U4083,STU-D307,0,1
2025-10-08T21:04:15,Student Services,housing-api,suspicious_ip_access,medium,116.20.12.106,external,STU-U3381,STU-D618,0,0
2025-10-08T21:08:18,Student Services,student-portal,login_failure,medium,10.21.20.241,internal,STU-U4104,STU-D196,0,0
2025-10-08T21:08:22,Student Services,student-portal,login_failure,medium,162.111.254.78,external,STU-U3338,STU-D459,0,0
2025-10-08T21:08:25,Finance,payroll-db,login_failure,low,41.227.250.246,external,FIN-U9934,FIN-D114,0,0
2025-10-08T21:08:32,Finance,finance-erp,phishing_email_signal,medium,70.63.96.89,external,FIN-U2833,FIN-D947,0,0
2025-10-08T21:09:28,Research Lab,hpc-cluster,privileged_access_attempt,high,130.253.55.198,external,RES-U4828,RES-D300,0,0
2025-10-08T21:10:31,Human Resources,benefits-db,login_failure,low,216.99.211.47,external,HUM-U6126,HUM-D948,0,0
2025-10-08T21:11:52,Human Resources,hr-portal,privileged_access_attempt,critical,10.10.112.83,internal,HUM-U7909,HUM-D808,0,0
2025-10-08T21:13:48,Research Lab,research-data-vault,phishing_email_signal,high,141.85.220.69,external,RES-U8781,RES-D727,0,0
2025-10-08T21:15:47,Research Lab,hpc-cluster,login_failure,low,10.57.170.213,internal,RES-U3473,RES-D457,0,0
2025-10-08T21:21:42,Admissions,admissions-portal,new_device_connection,medium,10.146.120.68,internal,ADM-U1801,ADM-D467,0,1
2025-10-08T21:24:07,Human Resources,hr-portal,phishing_email_signal,medium,183.176.81.207,external,HUM-U4654,HUM-D262,0,0
2025-10-08T21:24:57,Research Lab,hpc-cluster,unusual_file_download,high,10.195.40.236,internal,RES-U7955,RES-D708,1329,0
2025-10-08T21:32:03,Human Resources,benefits-db,login_failure,low,10.238.141.114,internal,HUM-U3211,HUM-D705,0,0
2025-10-08T21:43:28,Research Lab,research-data-vault,unusual_file_download,high,10.174.245.229,internal,RES-U6871,RES-D199,680,0
2025-10-08T21:44:31,Finance,finance-erp,suspicious_ip_access,medium,211.15.130.14,external,FIN-U8874,FIN-D640,0,0
2025-10-08T21:47:48,Student Services,housing-api,login_failure,low,10.97.151.85,internal,STU-U6912,STU-D956,0,0
2025-10-08T21:50:55,Research Lab,research-data-vault,login_failure,medium,36.135.121.175,external,RES-U9056,RES-D391,0,0
2025-10-08T21:54:43,Admissions,admissions-portal,login_failure,medium,10.56.75.2,internal,ADM-U5509,ADM-D528,0,0
2025-10-08T22:01:33,Research Lab,research-data-vault,login_failure,low,10.108.67.96,internal,RES-U5429,RES-D333,0,0
2025-10-08T22:01:44,Human Resources,benefits-db,phishing_email_signal,high,207.115.14.135,external,HUM-U9762,HUM-D324,0,0
2025-10-08T22:05:17,Admissions,admissions-portal,new_device_connection,low,10.210.91.75,internal,ADM-U1399,ADM-D916,0,1
2025-10-08T22:07:56,Student Services,housing-api,suspicious_ip_access,high,105.67.161.253,external,STU-U8696,STU-D577,0,0
2025-10-08T22:25:49,Student Services,housing-api,phishing_email_signal,medium,160.215.152.50,external,STU-U3045,STU-D854,0,0
2025-10-08T22:28:03,Admissions,admissions-portal,phishing_email_signal,medium,106.37.39.36,external,ADM-U6108,ADM-D995,0,0
2025-10-08T22:30:25,Human Resources,benefits-db,suspicious_ip_access,high,67.51.14.117,external,HUM-U1430,HUM-D863,0,0
2025-10-08T22:30:40,Human Resources,benefits-db,suspicious_ip_access,medium,107.209.19.109,external,HUM-U5124,HUM-D143,0,0
2025-10-08T22:30:49,Research Lab,research-data-vault,privileged_access_attempt,critical,10.27.126.81,internal,RES-U8518,RES-D798,0,0
2025-10-08T22:34:25,Finance,finance-erp,login_failure,low,10.4.143.236,internal,FIN-U6035,FIN-D407,0,0
2025-10-08T22:34:30,Student Services,student-portal,privileged_access_attempt,high,10.37.118.238,internal,STU-U3131,STU-D867,0,0
2025-10-08T22:37:37,Research Lab,research-data-vault,login_failure,medium,10.68.134.254,internal,RES-U2974,RES-D307,0,0
2025-10-08T22:40:24,Library,digital-archives,new_device_connection,low,119.28.74.34,external,LIB-U3560,LIB-D109,0,1
2025-10-08T22:40:53,Student Services,housing-api,new_device_connection,medium,10.147.40.204,internal,STU-U3163,STU-D504,0,1
2025-10-08T22:40:55,Research Lab,research-data-vault,privileged_access_attempt,critical,10.232.174.99,internal,RES-U2931,RES-D923,0,0
2025-10-08T22:42:48,Admissions,admissions-portal,suspicious_ip_access,medium,43.220.177.167,external,ADM-U1290,ADM-D722,0,0
2025-10-08T22:46:31,Student Services,student-portal,privileged_access_attempt,critical,10.89.196.123,internal,STU-U2306,STU-D186,0,0
2025-10-08T22:51:11,Research Lab,hpc-cluster,login_failure,medium,10.184.55.228,internal,RES-U8128,RES-D426,0,0
2025-10-08T22:56:46,Finance,finance-erp,suspicious_ip_access,high,45.188.36.72,external,FIN-U4909,FIN-D221,0,0
2025-10-08T23:00:04,Human Resources,benefits-db,phishing_email_signal,medium,148.6.111.46,external,HUM-U4028,HUM-D659,0,0
2025-10-08T23:01:14,Registrar,student-records,new_device_connection,medium,10.25.120.60,internal,REG-U3622,REG-D565,0,1
2025-10-08T23:04:24,Human Resources,benefits-db,suspicious_ip_access,high,52.150.63.178,external,HUM-U5143,HUM-D463,0,0
2025-10-08T23:05:55,Human Resources,hr-portal,login_failure,medium,10.138.135.208,internal,HUM-U1973,HUM-D335,0,0
2025-10-08T23:09:32,Student Services,student-portal,login_failure,medium,10.75.247.63,internal,STU-U2977,STU-D159,0,0
2025-10-08T23:15:42,Admissions,application-db,login_failure,low,127.229.190.121,external,ADM-U4692,ADM-D699,0,0
2025-10-08T23:19:11,Registrar,registration-api,phishing_email_signal,medium,57.227.72.127,external,REG-U5754,REG-D213,0,0
2025-10-08T23:21:02,Student Services,student-portal,new_device_connection,low,10.106.21.140,internal,STU-U3887,STU-D708,0,1
2025-10-08T23:21:17,Finance,finance-erp,privileged_access_attempt,high,10.234.162.82,internal,FIN-U9873,FIN-D746,0,0
2025-10-08T23:23:45,Registrar,student-records,login_failure,low,10.176.23.123,internal,REG-U9566,REG-D830,0,0
2025-10-08T23:28:05,Admissions,admissions-portal,new_device_connection,low,10.124.200.71,internal,ADM-U8525,ADM-D429,0,1
2025-10-08T23:31:34,Student Services,student-portal,privileged_access_attempt,critical,10.111.199.51,internal,STU-U7144,STU-D526,0,0
2025-10-08T23:31:45,Student Services,housing-api,login_failure,low,10.23.241.156,internal,STU-U5994,STU-D261,0,0
2025-10-08T23:37:18,Registrar,student-records,unusual_file_download,high,10.85.234.101,internal,REG-U1891,REG-D485,3459,0
2025-10-08T23:38:21,Human Resources,benefits-db,suspicious_ip_access,medium,138.67.103.213,external,HUM-U5757,HUM-D168,0,0
2025-10-08T23:38:31,Library,library-catalog,login_failure,low,10.51.123.100,internal,LIB-U4483,LIB-D440,0,0
2025-10-08T23:43:15,Student Services,housing-api,login_failure,medium,10.186.197.205,internal,STU-U1098,STU-D292,0,0
2025-10-08T23:59:38,Library,library-catalog,privileged_access_attempt,critical,10.127.184.174,internal,LIB-U2528,LIB-D943,0,0
2025-10-09T00:08:17,Research Lab,research-data-vault,privileged_access_attempt,critical,186.153.71.126,external,RES-U3190,RES-D819,0,0
2025-10-09T00:12:55,Registrar,registration-api,privileged_access_attempt,high,10.181.39.80,internal,REG-U2805,REG-D862,0,0
2025-10-09T00:17:05,Student Services,student-portal,new_device_connection,medium,171.40.233.216,external,STU-U6664,STU-D844,0,1
2025-10-09T00:21:20,Human Resources,benefits-db,new_device_connection,medium,183.242.130.26,external,HUM-U7311,HUM-D480,0,1
2025-10-09T00:21:39,Student Services,housing-api,login_failure,low,10.90.120.213,internal,STU-U5032,STU-D108,0,0
2025-10-09T00:24:58,Student Services,housing-api,phishing_email_signal,high,187.61.228.103,external,STU-U3814,STU-D370,0,0
2025-10-09T00:27:41,Student Services,student-portal,suspicious_ip_access,high,154.228.42.92,external,STU-U6639,STU-D248,0,0
2025-10-09T00:31:29,Finance,finance-erp,login_failure,low,148.205.233.214,external,FIN-U6863,FIN-D144,0,0
2025-10-09T00:46:01,Registrar,registration-api,suspicious_ip_access,high,104.252.82.80,external,REG-U6081,REG-D551,0,0
2025-10-09T00:46:39,Finance,payroll-db,phishing_email_signal,medium,200.13.251.25,external,FIN-U6603,FIN-D415,0,0
2025-10-09T00:51:26,Finance,payroll-db,login_failure,low,135.163.109.180,external,FIN-U2836,FIN-D371,0,0
2025-10-09T00:52:45,Registrar,registration-api,login_failure,medium,103.230.195.179,external,REG-U8634,REG-D103,0,0
2025-10-09T00:58:24,Registrar,student-records,new_device_connection,low,10.166.61.72,internal,REG-U6994,REG-D102,0,1
2025-10-09T01:02:29,Admissions,application-db,phishing_email_signal,medium,164.64.131.170,external,ADM-U5858,ADM-D529,0,0
2025-10-09T01:05:11,Library,digital-archives,unusual_file_download,medium,10.105.51.91,internal,LIB-U7895,LIB-D916,4818,0
2025-10-09T01:08:44,Registrar,registration-api,privileged_access_attempt,critical,10.154.60.238,internal,REG-U2787,REG-D361,0,0
2025-10-09T01:11:18,Finance,finance-erp,new_device_connection,low,10.215.135.104,internal,FIN-U8376,FIN-D371,0,1
2025-10-09T01:12:08,Registrar,student-records,privileged_access_attempt,critical,10.85.169.29,internal,REG-U3409,REG-D101,0,0
2025-10-09T01:27:46,Registrar,registration-api,suspicious_ip_access,high,143.166.109.120,external,REG-U9445,REG-D108,0,0
2025-10-09T01:33:01,Registrar,registration-api,phishing_email_signal,high,36.84.110.106,external,REG-U7820,REG-D501,0,0
2025-10-09T01:33:40,Registrar,student-records,login_failure,low,10.183.135.10,internal,REG-U5209,REG-D656,0,0
2025-10-09T01:43:29,Registrar,student-records,privileged_access_attempt,high,209.150.82.167,external,REG-U6020,REG-D203,0,0
2025-10-09T01:44:33,Registrar,registration-api,login_failure,medium,90.176.39.77,external,REG-U1914,REG-D178,0,0
2025-10-09T01:45:34,Student Services,housing-api,new_device_connection,medium,10.143.198.125,internal,STU-U2575,STU-D107,0,1
2025-10-09T01:47:01,Registrar,registration-api,unusual_file_download,high,10.91.166.57,internal,REG-U6116,REG-D779,4835,0
